Title,Rating,Runtime,Directors,Writers,Stars,Genres,Popularity,Budget,Gross Worldwide,URL
Begotten,5.6,1h 12m,E. Elias Merhige,"E. Elias Merhige, Tom Gunning","Brian Salzberg, Donna Dempsey, Stephen Charles Barry, James Gandia, Garfield White, Arthur Streeter, Daniel Harkins, Michael Phillips, Adolfo Vargas, Erik Slavin","Body Horror, Folk Horror, Fantasy, Horror",N/A,"$33,000 (estimated)",N/A,https://www.imdb.com/title/tt0101420/
Mystery Team,6.6,1h 37m,Dan Eckman,"Writers, D.C. Pierson, Donald Glover, Dominic Dierkes, ","Donald Glover, D.C. Pierson, Dominic Dierkes, Aubrey Plaza, Glenn Kalison, Peter Saati, Kay Cannon, Bobby Moynihan, Matt Walsh, John Lutz","Bumbling Detective, Coming-of-Age, Parody, Whodunnit, Comedy, Crime, Mystery",N/A,N/A,"$89,442",https://www.imdb.com/title/tt1237838/
Dot the I,6.7,1h 32m,Matthew Parkhill,Matthew Parkhill,"Gael García Bernal, Natalia Verbeke, James D'Arcy, Tom Hardy, Charlie Cox, Yves Aubert, Myfanwy Waring, Michael Webber, Jonathan Kydd, Michael Elwyn","Dark Romance, Psychological Drama, Psychological Thriller, Drama, Romance, Thriller",N/A,N/A,"$307,486",https://www.imdb.com/title/tt0326835/
The Emerald Forest,6.9,1h 54m,John Boorman,"Rospo Pallenberg, Leonard Greenwood","Powers Boothe, Meg Foster, Yara Vaneau, William Rodriguez, Estee Chandler, Charley Boorman, Dira Paes, Eduardo Conde, Ariel Coelho, Peter Marinker","Coming-of-Age, Jungle Adventure, Action, Adventure, Drama",N/A,N/A,"$24,468,550",https://www.imdb.com/title/tt0089087/
Spot,5.4,1h 34m,John Whitesell,"Writers, George Gallo, Gregory Poirier, Dan Baron, ","David Arquette, Michael Clarke Duncan, Leslie Bibb, Joe Viterelli, Angus T. Jones, Steve Schirripa, Anthony Anderson, Paul Sorvino, Kim Hawthorne, Kavan Smith","Animal Adventure, Slapstick, Action, Comedy, Crime, Family",N/A,"$35,000,000 (estimated)","$43,057,552",https://www.imdb.com/title/tt0250720/
"Mamã, ce zi!",5.7,1h 58m,Garry Marshall,"Writers, Anya Kochoff, Matthew Walker, Tom Hines, ","Jennifer Aniston, Timothy Olyphant, Shay Mitchell, Caleb Brown, Brandon Spink, Sam Marshall, Siena LaGambina, Joseph Leo Bwarie, Matthew Walker, Suzanne Haring","Feel-Good Romance, Romantic Comedy, Comedy, Drama, Romance",N/A,"$25,000,000 (estimated)","$48,782,670",https://www.imdb.com/title/tt4824302/
Terminatorul de pisici,8.3,1h 36m,Béla Ternovszky,József Nepp,"Miklós Benedek, Gyula Bodrogi, Ilona Béres, Péter Haumann, András Kern, Ferenc Kállai, János Körmendi, István Mikó, Károly Mécs, Vera Pap","Adult Animation, Adventure, Animation, Comedy, Crime, Family, Sci-Fi",N/A,N/A,"$15,250",https://www.imdb.com/title/tt0179955/
O viata ca-n filme,6.4,2h 12m,David Seltzer,"Susan Isaacs, David Seltzer","Michael Douglas, Melanie Griffith, Liam Neeson, Joely Richardson, John Gielgud, Francis Guinan, Patrick Winczewski, Anthony Walters, Victoria Shalet, Sheila Allen","Drama, Romance, Thriller, War",N/A,N/A,"$43,838,238",https://www.imdb.com/title/tt0105391/
În amintirea fiului,6.5,1h 39m,Shana Feste,Shana Feste,"Carey Mulligan, Aaron Taylor-Johnson, Pierce Brosnan, Susan Sarandon, Johnny Simmons, Kevin Hagan, Amy Morton, Deirdre O'Connell, Miles Robbins, Cara Seymour","Coming-of-Age, Tragic Romance, Drama, Romance",N/A,"$6,000,000 (estimated)","$987,053",https://www.imdb.com/title/tt1226232/
O zi în familie,7.9,1h 55m,Hirokazu Koreeda,Hirokazu Koreeda,"Hiroshi Abe, Yui Natsukawa, You, Kazuya Takahashi, Shohei Tanaka, Hotaru Nomoto, Ryôga Hayashi, Susumu Terajima, Haruko Katô, Kirin Kiki","Japanese, Drama",N/A,N/A,"$3,534,890",https://www.imdb.com/title/tt1087578/
Raiul pe pamant,5.2,1h 36m,Mark Piznarski,Michael Seitzman,"Chris Klein, Leelee Sobieski, Josh Hartnett, Michael Rooker, Annie Corley, Bruce Greenwood, Annette O'Toole, Elaine Hendrix, Stuart Wilson, Ronni Saxon","Drama, Romance",N/A,"$15,000,000 (estimated)","$10,873,148",https://www.imdb.com/title/tt0195778/
Peepli [Live],7.4,1h 35m,"Mahmood Farooqui, Anusha Rizvi","Writers, Bhadwai, Swanand Kirkire, Noon Meem Rashet, ","Onkar Das Manikpuri, Raghubir Yadav, Shalini Vatsa, Farrukh Jaffar, Malaika Shenoy, Vishal Om Prakash, Nawazuddin Siddiqui, Sitaram Panchal, Naseeruddin Shah, Aamir Bashir","Hindi, Dark Comedy, Satire, Comedy, Drama",N/A,N/A,"$9,460,931",https://www.imdb.com/title/tt1447508/
Little Fish,6.1,1h 54m,Rowan Woods,Jacquelin Perske,"Cate Blanchett, Sam Neill, Hugo Weaving, Martin Henderson, Noni Hazlehurst, Dustin Nguyen, Joel Tobeck, Lisa McCune, Susie Porter, Nina Liu","Drug Crime, Psychological Drama, Crime, Drama, Romance, Thriller",N/A,N/A,"$3,248,506",https://www.imdb.com/title/tt0382810/
Reprise,7.3,1h 45m,Joachim Trier,"Joachim Trier, Eskil Vogt","Anders Danielsen Lie, Espen Klouman Høiner, Viktoria Winge, Odd-Magnus Williamson, Pål Stokka, Christian Rubeck, Henrik Elvestad, Henrik Mestad, Rebekka Karijord, Sigmund Sæverud","Norwegian, Drama",N/A,"NOK 22,000,000 (estimated)","$1,297,260",https://www.imdb.com/title/tt0827517/
Ultima Luptă,6.7,2h 14m,Gareth Evans,"Gareth Evans, Daiwanne P. Ralie","Iko Uwais, Sisca Jessica, Christine Hakim, Mads Koudal, Yusuf Aulia, Alex Abbad, Yayan Ruhian, Laurent Buson, Donny Alamsyah, Ratna Galih","Martial Arts, Action, Drama, Thriller",N/A,N/A,"$154,660",https://www.imdb.com/title/tt1368116/
Rio Lobo,6.7,1h 54m,Howard Hawks,"Burton Wohl, Leigh Brackett","John Wayne, Jorge Rivero, Jennifer O'Neill, Jack Elam, Christopher Mitchum, Victor French, Susana Dosamantes, Sherry Lansing, David Huddleston, Mike Henry","Drama, War, Western","3,557","$4,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0066301/
Nu stinge lumina,6.3,1h 21m,David F. Sandberg,"Eric Heisserer, David F. Sandberg","Teresa Palmer, Gabriel Bateman, Alexander DiPersia, Billy Burke, Maria Bello, Alicia Vela-Bailey, Andi Osho, Rolando Boyce, Maria Russell, Elizabeth Pan","Supernatural Horror, Horror, Mystery","1,274","$4,900,000 (estimated)","$149,368,835",https://www.imdb.com/title/tt4786282/
The Long Weekend,5.2,1h 30m,Pat Holden,Tad Safran,"Chris Klein, Brendan Fehr, Chandra West, Craig Fairbrass, Paul Campbell, Cobie Smulders, Andy Thompson, Nicole McKay, Alejandro Rae, Roger Haskett","Raunchy Comedy, Comedy",N/A,N/A,"$3,540,754",https://www.imdb.com/title/tt0385057/
Naissance des pieuvres,6.7,1h 25m,Céline Sciamma,Céline Sciamma,"Pauline Acquart, Louise Blachère, Adèle Haenel, Warren Jacquin, Christel Baras, Marie Gili-Pierre, Alice de Lencquesaing, Claire Pierrat, Barbara Renard, Esther Sironneau","French, Teen Romance, Drama, Romance",N/A,N/A,"$628,258",https://www.imdb.com/title/tt0869977/
Çalgi Çengi,7.0,1h 30m,Selçuk Aydemir,Selçuk Aydemir,"Murat Cemcir, Ahmet Kural, Erdal Tosun, Tuna Orhan, Cahit Gök, Aykut Köseler, Sinasi Yurtsever, Ceyhun Gunes, Ilker Yakut, Hazal Kaya","Turkish, Dark Comedy, Comedy",N/A,N/A,"$342,597",https://www.imdb.com/title/tt1865569/
Pe urmele mafiei,5.9,1h 48m,John Irvin,Michael Jenning,"Patrick Swayze, Liam Neeson, Adam Baldwin, Helen Hunt, Andreas Katsulas, Bill Paxton, Ben Stiller, Michael J. Pollard, Ted Levine, Del Close","Gangster, Police Procedural, Action, Crime, Drama, Thriller",N/A,"$12,000,000 (estimated)","$15,942,628",https://www.imdb.com/title/tt0097967/
Copiii de sub pamant,5.0,1h 34m,J.S. Cardone,"Boaz Davidson, Ben Nedivi","Lori Heuring, Scout Taylor-Compton, Chloë Grace Moretz, Geoffrey Lewis, Ben Cross, Craig Vye, Chris Jamba, Julie Rogers, Martin McDougall, Michael McCoy","Drama, Fantasy, Horror",N/A,N/A,"$392,287",https://www.imdb.com/title/tt0470000/
Jack se îndrãgosteste,6.3,1h 31m,Philip Seymour Hoffman,Robert Glaudini,"Philip Seymour Hoffman, John Ortiz, Richard Petrocelli, Tom McCarthy, Amy Ryan, Daphne Rubin-Vega, Lola Glaudini, Rafael Osorio, Stephen Adly Guirgis, Mason Pettit","Drama, Romance",N/A,N/A,"$801,206",https://www.imdb.com/title/tt1278379/
Dupa sex,5.4,1h 17m,Eric Amadio,Eric Amadio,"Marc Blucas, Jose Pablo Cantillo, Emmanuelle Chriqui, James DeBello, Noel Fisher, Dave Franco, Mila Kunis, Taryn Manning, Natalie Marston, Jeanette O'Connor","Romantic Comedy, Comedy, Drama, Romance",N/A,"$825,000 (estimated)",N/A,https://www.imdb.com/title/tt0465375/
Troll,4.6,1h 22m,John Carl Buechler,"Ed Naha, John Carl Buechler","Noah Hathaway, Michael Moriarty, Shelley Hack, Jenny Beck, Sonny Bono, Phil Fondacaro, Brad Hall, Anne Lockhart, Julia Louis-Dreyfus, Gary Sandy","Body Horror, Supernatural Horror, Comedy, Fantasy, Horror",N/A,"$1,100,000 (estimated)","$5,450,815",https://www.imdb.com/title/tt0092115/
Lola Versus,5.5,1h 27m,Daryl Wein,"Zoe Lister-Jones, Daryl Wein","Greta Gerwig, Zoe Lister-Jones, Hamish Linklater, Joel Kinnaman, Bill Pullman, Debra Winger, Maria Dizzia, Jonathan Sale, Ebon Moss-Bachrach, Adriane Lenox",Comedy,N/A,N/A,"$455,754",https://www.imdb.com/title/tt1710417/
Resolution,6.4,1h 33m,"Justin Benson, Aaron Moorhead",Justin Benson,"Peter Cilella, Vinny Curran, Emily Montague, Kurt David Anderson, Skyler Meacham, Josh Higgins, Zahn McClarnon, Bill Oberst Jr., Carmel Benson, Justin Benson","Supernatural Horror, Suspense Mystery, Drama, Horror, Mystery, Thriller",N/A,N/A,N/A,https://www.imdb.com/title/tt1977895/
Corbul: Razbunarea,3.0,1h 39m,Lance Mungia,"Writers, Norman Partridge, James O'Barr, Lance Mungia, ","Yuji Okumoto, Marcus Chong, Tito Ortiz, Tara Reid, David Boreanaz, Rosemberg Salgado, Edward Furlong, Emmanuelle Chriqui, Danny Trejo, Dave Baez","Dark Comedy, Superhero, Action, Adventure, Comedy, Fantasy, Horror, Thriller",N/A,N/A,N/A,https://www.imdb.com/title/tt0353324/
Avanti!,7.1,2h 24m,Billy Wilder,"Samuel A. Taylor, Billy Wilder, I.A.L. Diamond","Jack Lemmon, Juliet Mills, Clive Revill, Edward Andrews, Gianfranco Barra, Franco Angrisano, Pippo Franco, Franco Acampora, Giselda Castrini, Raffaele Mottola","Feel-Good Romance, Comedy, Romance",N/A,"$2,750,000 (estimated)","$22,792",https://www.imdb.com/title/tt0068240/
Al patrulea protocol,6.5,1h 59m,John Mackenzie,"George Axelrod, Richard Burridge, Frederick Forsyth","Michael Caine, Pierce Brosnan, Ned Beatty, Joanna Cassidy, Julian Glover, Michael Gough, Ray McAnally, Ian Richardson, Anton Rodgers, Caroline Blakiston","Dark Comedy, Spy, Thriller",N/A,"$6,000,000 (estimated)","$12,423,831",https://www.imdb.com/title/tt0093044/
Belly,6.2,1h 36m,Hype Williams,"Anthony Bodden, Nas, Hype Williams","DMX, Nas, Hassan Johnson, Taral Hicks, Tionne 'T-Boz' Watkins, Oliver 'Power' Grant, Louie Rankin, Stan Drayton, James Parris, Method Man","Drug Crime, Gangster, Crime, Drama",N/A,"$3,000,000 (estimated)","$9,639,390",https://www.imdb.com/title/tt0158493/
Career Opportunities,5.8,1h 23m,Bryan Gordon,John Hughes,"Frank Whaley, Jennifer Connelly, Dermot Mulroney, Kieran Mulroney, John M. Jackson, Jenny O'Hara, Noble Willingham, Nada Despotovich, Reid Binion, Barry Corbin","Feel-Good Romance, Romantic Comedy, Comedy, Romance","1,365",N/A,"$11,336,986",https://www.imdb.com/title/tt0101545/
I tre volti della paura,7.0,1h 32m,Mario Bava,"Writers, Anton Chekhov, Aleksei Tolstoy, Guy de Maupassant, ","Michèle Mercier, Lidia Alfonsi, Boris Karloff, Mark Damon, Susy Andersen, Massimo Righi, Rika Dialyna, Glauco Onorato, Jacqueline Pierreux, Milly","Italian, Supernatural Horror, Vampire Horror, Horror",N/A,N/A,N/A,https://www.imdb.com/title/tt0057603/
Mouchette,7.7,1h 21m,Robert Bresson,"Georges Bernanos, Robert Bresson","Nadine Nortier, Jean-Claude Guilbert, Marie Cardinal, Paul Hébert, Jean Vimenet, Marie Susini, Liliane Princet, Suzanne Huguenin, Marine Trichet, Raymonde Chabrun","French, Coming-of-Age, Drama",N/A,N/A,N/A,https://www.imdb.com/title/tt0061996/
The Most Dangerous Game,7.1,1h 3m,"Irving Pichel, Ernest B. Schoedsack","James Ashmore Creelman, Richard Connell","Joel McCrea, Fay Wray, Leslie Banks, Robert Armstrong, Noble Johnson, Steve Clemente, William B. Davidson, Oscar 'Dutch' Hendrian, James Flavin, Arnold Gray","Action, Adventure, Horror, Thriller",N/A,"$218,869 (estimated)",N/A,https://www.imdb.com/title/tt0023238/
Shanghai,7.2,2h,Dibakar Banerjee,"Writers, Vassilis Vassilikos, Urmi Juvekar, Dibakar Banerjee, ","Abhay Deol, Emraan Hashmi, Kalki Koechlin, Prosenjit Chatterjee, Supriya Pathak, Tillotama Shome, Anant Jog, Pitobash, Farooq Shaikh, Ashok Pathak","Hindi, Crime, Drama, Mystery, Thriller",N/A,"₹100,000,000 (estimated)",N/A,https://www.imdb.com/title/tt2072227/
Cuvinte si imagini,6.6,1h 51m,Fred Schepisi,Gerald Di Pego,"Clive Owen, Juliette Binoche, Bruce Davison, Navid Negahban, Amy Brenneman, Valerie Tian, Adam DiMarco, Josh Ssettuba, Janet Kidder, Christian Scheider","Comedy, Drama, Romance",N/A,N/A,"$3,449,811",https://www.imdb.com/title/tt2380331/
O americanca la Tokio,6.3,1h 42m,Robert Allan Ackerman,Becca Topol,"Brittany Murphy, Toshiyuki Nishida, Tammy Blanchard, Soji Arai, Kimiko Yo, Daniel Evans, Renji Ishibashi, Gabriel Mann, Daigo Tanji, Thane Camus","Coming-of-Age, Feel-Good Romance, Comedy, Drama, Romance",N/A,"$32,000,000 (estimated)","$179,590",https://www.imdb.com/title/tt0806165/
Dead & Buried,6.5,1h 34m,Gary Sherman,"Writers, Jeff Millar, Alex Stern, Ronald Shusett, ","James Farentino, Melody Anderson, Jack Albertson, Dennis Redfield, Nancy Locke, Lisa Blount, Robert Englund, Bill Quinn, Michael Currie, Christopher Allport","Folk Horror, Supernatural Horror, Whodunnit, Horror, Mystery",N/A,"$3,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0082242/
Günesi Gördüm,6.6,2h,Mahsun Kirmizigül,Mahsun Kirmizigül,"Mahsun Kirmizigül, Demet Evgâr, Murat Ünalmis, Cemal Toktas, Erol Demiröz, Altan Erkekli, Emre Kinay, Menderes Samancilar, Serif Sezer, Ceyhun Fersoy","Turkish, Drama",N/A,"$5,000,000 (estimated)","$26,477,630",https://www.imdb.com/title/tt1347521/
My Favorite Wife,7.2,1h 28m,Garson Kanin,"Writers, Bella Spewack, Sam Spewack, Leo McCarey, ","Irene Dunne, Cary Grant, Randolph Scott, Gail Patrick, Ann Shoemaker, Scotty Beckett, Mary Lou Harrington, Donald MacBride, Hugh O'Connell, Granville Bates","Romantic Comedy, Screwball Comedy, Comedy, Romance",N/A,N/A,N/A,https://www.imdb.com/title/tt0029284/
Anul meu preferat,7.3,1h 32m,Richard Benjamin,"Norman Steinberg, Dennis Palumbo","Peter O'Toole, Mark Linn-Baker, Jessica Harper, Joseph Bologna, Bill Macy, Lainie Kazan, Anne DeSalvo, Basil Hoffman, Lou Jacobi, Adolph Green","Quirky Comedy, Showbiz Drama, Comedy, Drama",N/A,"$7,900,000 (estimated)","$20,123,620",https://www.imdb.com/title/tt0084370/
Contractul Desenatorului,7.2,1h 48m,Peter Greenaway,Peter Greenaway,"Anthony Higgins, Janet Suzman, Anne-Louise Lambert, Hugh Fraser, Neil Cunningham, Dave Hill, David Gant, David Meyer, Tony Meyer, Nicholas Amer","Period Drama, Satire, Comedy, Drama, Mystery",N/A,"£320,000 (estimated)","$2,283,233",https://www.imdb.com/title/tt0083851/
Monsters: Dark Continent,4.3,1h 59m,Tom Green,"Writers, Jay Basu, Tom Green, Jesse Atlas, ","Johnny Harris, Sam Keeley, Joe Dempsie, Kyle Soller, Nicholas Pinnock, Parker Sawyers, Philip Arditti, Sofia Boutella, Michaela Coel, Hassan Sha'er","Disaster, Action, Drama, Sci-Fi, Thriller, War",N/A,N/A,"$306,004",https://www.imdb.com/title/tt1935302/
Fiul,7.5,1h 43m,"Jean-Pierre Dardenne, Luc Dardenne","Jean-Pierre Dardenne, Luc Dardenne","Olivier Gourmet, Morgan Marinne, Isabella Soupart, Nassim Hassaïni, Kevin Leroy, Félicien Pitsaer, Rémy Renaud, Annette Closset, Fabian Marnette, Pierre Nisse","French, Coming-of-Age, Drama, Mystery",N/A,N/A,"$1,057,439",https://www.imdb.com/title/tt0291172/
Rapacitate,8.0,2h 20m,Erich von Stroheim,"Writers, June Mathis, Erich von Stroheim, Frank Norris, ","Zasu Pitts, Gibson Gowland, Jean Hersholt, Dale Fuller, Tempe Pigott, Sylvia Ashton, Chester Conklin, Joan Standing, William Barlow, Lita Chevrier","Classical Western, Desert Adventure, Epic, Psychological Drama, Psychological Thriller, Tragedy, Western Epic, Drama, Thriller, Western",N/A,"$546,883 (estimated)",N/A,https://www.imdb.com/title/tt0015881/
Salmer fra kjøkkenet,7.3,1h 35m,Bent Hamer,"Bent Hamer, Jörgen Bergmark","Tomas Norström, Joachim Calmeyer, Bjørn Floberg, Reine Brynolfsson, Sverre Anker Ousdal, Leif Andrée, Gard B. Eidsvold, Lennart Jähkel, Trond Brænne, Bjørn Jenseg","Norwegian, Satire, Comedy, Drama",N/A,N/A,"$2,823,472",https://www.imdb.com/title/tt0323872/
Airport 1975,5.8,1h 47m,Jack Smight,"Arthur Hailey, Don Ingalls","Charlton Heston, Karen Black, George Kennedy, Efrem Zimbalist Jr., Susan Clark, Helen Reddy, Linda Blair, Dana Andrews, Roy Thinnes, Sid Caesar","Dark Comedy, Disaster, Action, Drama, Thriller",N/A,"$3,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0071110/
Corsarul,7.6,2h 7m,Michael Curtiz,"Howard Koch, Seton I. Miller","Errol Flynn, Brenda Marshall, Claude Rains, Donald Crisp, Flora Robson, Alan Hale, Henry Daniell, Una O'Connor, James Stephenson, Gilbert Roland","Sea Adventure, Swashbuckler, Action, Adventure, History, Romance",N/A,"$1,700,000 (estimated)",N/A,https://www.imdb.com/title/tt0033028/
Kicking and Screaming,6.6,1h 36m,Noah Baumbach,"Noah Baumbach, Bo Berkman","Josh Hamilton, Samuel Gould, Catherine Kellner, Jonathan Baumbach, John Lehr, Olivia d'Abo, Peter Czernin, Carlos Jacott, Chris Eigeman, Eric Stoltz","Coming-of-Age, Quirky Comedy, Comedy, Drama, Romance",N/A,N/A,"$718,490",https://www.imdb.com/title/tt0113537/
Your Friends and Neighbors,6.3,1h 40m,Neil LaBute,Neil LaBute,"Amy Brenneman, Aaron Eckhart, Catherine Keener, Nastassja Kinski, Jason Patric, Ben Stiller, Josh Dotson, Lola Glaudini, Jeffrey Kushon","Dark Comedy, Comedy, Drama, Romance",N/A,"$5,000,000 (estimated)","$4,714,658",https://www.imdb.com/title/tt0119517/
September,6.5,1h 23m,Woody Allen,Woody Allen,"Denholm Elliott, Dianne Wiest, Mia Farrow, Elaine Stritch, Sam Waterston, Jack Warden, Ira Wheeler, Jane Cecil, Rosemary Murphy, Maureen O'Sullivan",Drama,N/A,"$10,000,000 (estimated)","$486,434",https://www.imdb.com/title/tt0093940/
Allan Quatermain şi oraşul aurit pierdut,4.6,1h 39m,Gary Nelson,"H. Rider Haggard, Gene Quintano, Lee Reynolds","Richard Chamberlain, Sharon Stone, James Earl Jones, Henry Silva, Robert Donner, Larbi Doghmi, Aileen Marson, Cassandra Peterson, Martin Rabbett, Rory Kilalea","Farce, Jungle Adventure, Quest, Superhero, Action, Adventure, Comedy",N/A,"$13,000,000 (estimated)","$3,751,699",https://www.imdb.com/title/tt0092534/
The Collector,7.5,1h 59m,William Wyler,"Writers, John Fowles, John Kohn, Stanley Mann, ","Terence Stamp, Samantha Eggar, Mona Washbourne, Maurice Dallimore, Kenneth More, Allyson Ames, Gordon Barclay, William Beckley, William Bickley, David Haviland","Psychological Drama, Psychological Thriller, Drama, Thriller","2,136",N/A,N/A,https://www.imdb.com/title/tt0059043/
Eliberati-l pe Willy 3,4.8,1h 26m,Sam Pillsbury,"John Mattson, Keith Walker","Jason James Richter, August Schellenberg, Annie Corley, Vincent Berry, Patrick Kilpatrick, Tasha Simms, Peter LaCroix, Stephen E. Miller, Ian Tracey, Matthew Walker","Adventure, Drama, Family",N/A,N/A,"$3,446,539",https://www.imdb.com/title/tt0119152/
La răscruce de vânturi,6.0,2h 9m,Andrea Arnold,"Andrea Arnold, Olivia Hetreed, Emily Brontë","James Howson, Solomon Glave, Paul Hilton, Shannon Beer, Simone Jackson, Steve Evets, Lee Shaw, Adam Lock, Amy Wren, Eve Coverley","Period Drama, Tragedy, Drama, Romance",N/A,"£5,000,000 (estimated)","$1,742,215",https://www.imdb.com/title/tt1181614/
"Oh, God!",6.6,1h 38m,Carl Reiner,"Larry Gelbart, Avery Corman","John Denver, George Burns, Teri Garr, Donald Pleasence, Ralph Bellamy, William Daniels, Barnard Hughes, Paul Sorvino, Barry Sullivan, Dinah Shore","Satire, Supernatural Fantasy, Comedy, Fantasy",N/A,N/A,"$41,687,243",https://www.imdb.com/title/tt0076489/
Un prieten de nadejde,7.1,1h 36m,Tony Bill,Alan Ormsby,"Chris Makepeace, Adam Baldwin, Matt Dillon, Paul Quandt, Hank Salas, Joan Cusack, Dean R. Miller, Tim Reyna, Richard Bradley, Denise Baske","Comedy, Drama, Family",N/A,N/A,"$22,482,952",https://www.imdb.com/title/tt0081207/
Cop & ½,4.2,1h 37m,Henry Winkler,Arne Olsen,"Burt Reynolds, Norman D. Golden II, Ruby Dee, Holland Taylor, Ray Sharkey, Sammy Hernandez, Frank Sivero, Rocky Giordani, Marc Macaulay, Tom McCleister","Buddy Comedy, Buddy Cop, Comedy, Crime, Family",N/A,"$14,000,000 (estimated)","$40,689,691",https://www.imdb.com/title/tt0106613/
Foxfire,6.1,1h 42m,Annette Haywood-Carter,"Joyce Carol Oates, Elizabeth White","Hedy Burress, Angelina Jolie, Jenny Lewis, Jenny Shimizu, Sarah Rosenberg, Peter Facinelli, Dash Mihok, Michelle Brookhurst, Elden Henson, Cathy Moriarty","Coming-of-Age, Dark Romance, Drama, Romance",N/A,N/A,"$269,300",https://www.imdb.com/title/tt0116353/
Leonard Part 6,2.2,1h 25m,Paul Weiland,"Jonathan Reynolds, Bill Cosby","Bill Cosby, Tom Courtenay, Joe Don Baker, Moses Gunn, Pat Colbert, Gloria Foster, Victoria Rowell, Anna Thomson, David Maier, Grace Zabriskie","Parody, Slapstick, Action, Comedy, Sci-Fi",N/A,"$24,000,000 (estimated)","$4,615,255",https://www.imdb.com/title/tt0093405/
DeepStar Six,5.3,1h 39m,Sean S. Cunningham,"Lewis Abernathy, Geof Miller","Taurean Blacque, Nancy Everhard, Greg Evigan, Miguel Ferrer, Nia Peeples, Matt McCoy, Cindy Pickett, Marius Weyers, Elya Baskin, Thom Bray","Kaiju, Action, Horror, Sci-Fi, Thriller",N/A,"$8,000,000 (estimated)","$8,143,225",https://www.imdb.com/title/tt0097179/
Like Someone in Love,7.0,1h 49m,Abbas Kiarostami,"Abbas Kiarostami, Mohammad Rahmani","Rin Takanashi, Tadashi Okuno, Ryô Kase, Denden, Mihoko Suzuki, Kaneko Kubota, Hiroyuki Kishi, Reiko Mori, Kôichi Ôhori, Tomoaki Tatsumi","Japanese, Drama",N/A,N/A,"$562,878",https://www.imdb.com/title/tt1843287/
Între prieteni,6.6,1h 43m,Pat O'Connor,"Andrew Davies, Maeve Binchy","Chris O'Donnell, Minnie Driver, Geraldine O'Rawe, Saffron Burrows, Alan Cumming, Colin Firth, Aidan Gillen, Mick Lally, Britta Smith, John Kavanagh","Coming-of-Age, Period Drama, Drama, Romance",N/A,N/A,"$23,389,975",https://www.imdb.com/title/tt0112679/
The Night Flier,6.0,1h 37m,Mark Pavia,"Stephen King, Mark Pavia, Jack O'Donnell","Miguel Ferrer, Julie Entwisle, Dan Monahan, Michael H. Moss, John Bennes, Beverly Skinner, Rob Wilds, Richard K. Olsen, Elizabeth McCormick, J.R. Rodriguez","Tragedy, Fantasy, Horror, Mystery",N/A,"$1,000,000 (estimated)","$125,397",https://www.imdb.com/title/tt0119784/
Atingerea diavolului,4.5,1h 32m,"Tomm Coker, David Elliot","Tomm Coker, David Elliot","Shannyn Sossamon, P!nk, Emil Hostina, Sandi Dragoi, Mihai Stanescu, Cabral Ibacka, Radu Andrei Micu, Jace Manoli, DJ Kosta, Marcel Cobzariu","Horror, Thriller",N/A,N/A,"$2,455,422",https://www.imdb.com/title/tt0449471/
Sleepaway Camp II: Unhappy Campers,5.5,1h 20m,Michael A. Simpson,"Michael Hitchcock, Robert Hiltzik","Pamela Springsteen, Renée Estevez, Tony Higgins, Valerie Hartman, Brian Patrick Clarke, Walter Gotell, Susan Marie Snyder, Terry Hobbs, Kendall Bean, Julie Murphy","B-Horror, Dark Comedy, Parody, Slasher Horror, Teen Horror, Comedy, Horror",N/A,N/A,N/A,https://www.imdb.com/title/tt0096118/
Ultima noapte senina,7.1,1h 48m,Keith Gordon,"William Wharton, Keith Gordon","Peter Berg, Kevin Dillon, Arye Gross, Ethan Hawke, Gary Sinise, Frank Whaley, John C. McGinley, Larry Joshua, David Jensen, Curt Lowens","Period Drama, Drama, War",N/A,"$5,000,000 (estimated)","$1,526,697",https://www.imdb.com/title/tt0102443/
Cu varf si indesat,7.0,1h 37m,Charles Stone III,"Writers, Azie Faison Jr., Austin Phillips, Matthew Cirulnick, ","Mekhi Phifer, Wood Harris, Chi McBride, Kevin Carroll, Esai Morales, Cam'ron, Remo Greene, Cynthia Martells, Elise Neal, Regina Hall","True Crime, Action, Crime, Drama",N/A,N/A,"$3,116,526",https://www.imdb.com/title/tt0259484/
Efecte personale,6.2,1h 51m,David Hollander,"David Hollander, Rick Moody","Michelle Pfeiffer, Ashton Kutcher, Kathy Bates, Spencer Hudson, John Mann, David James Lewis, Rob LaBelle, Aleks Paunovic, Brian Markinson, Sarah Lind","Tragedy, Drama, Romance",N/A,N/A,"$471,645",https://www.imdb.com/title/tt1138489/
Ed,2.8,1h 34m,Bill Couturié,"Ken Richards, Janus Cercone, David Mickey Evans","Matt LeBlanc, Gene Ross, Paul Hewitt, Sage Allen, Stan Ivar, Jim O'Heir, Rick Johnson, Valente Rodriguez, Jack Warden, Bill Cobbs","Animal Adventure, Baseball, Slapstick, Comedy, Family, Sport",N/A,"$24,000,000 (estimated)","$4,422,380",https://www.imdb.com/title/tt0116165/
